Field ID,Crop
117730,Planted pastures (perennial)
62045,Planted pastures (perennial)
110687,Planted pastures (perennial)
22540,Planted pastures (perennial)
16267,Planted pastures (perennial)
1263,Planted pastures (perennial)
107926,Planted pastures (perennial)
34336,Fallow
32541,Fallow
62631,Planted pastures (perennial)
63505,Planted pastures (perennial)
23967,Planted pastures (perennial)
101805,Planted pastures (perennial)
105790,Planted pastures (perennial)
92096,Planted pastures (perennial)
13192,Planted pastures (perennial)
17402,Fallow
75790,Planted pastures (perennial)
54157,Planted pastures (perennial)
20064,Planted pastures (perennial)
24282,Planted pastures (perennial)
10848,Planted pastures (perennial)
90823,Planted pastures (perennial)
99414,Planted pastures (perennial)
60235,Planted pastures (perennial)
5692,Planted pastures (perennial)
4206,Planted pastures (perennial)
17091,Planted pastures (perennial)
95626,Lucerne/Medics
84875,Planted pastures (perennial)
62838,Planted pastures (perennial)
44122,Planted pastures (perennial)
44271,Planted pastures (perennial)
93134,Wine grapes
65264,Wine grapes
100902,Wine grapes
21194,Planted pastures (perennial)
121191,Fallow
59902,Wine grapes
77473,Wine grapes
16887,Wine grapes
86399,Planted pastures (perennial)
41988,Fallow
4847,Planted pastures (perennial)
61134,Planted pastures (perennial)
26435,Planted pastures (perennial)
28811,Planted pastures (perennial)
112429,Planted pastures (perennial)
57564,Wine grapes
85138,Wine grapes
107281,Planted pastures (perennial)
90745,Planted pastures (perennial)
4623,Planted pastures (perennial)
42824,Planted pastures (perennial)
5479,Planted pastures (perennial)
114277,Planted pastures (perennial)
40687,Planted pastures (perennial)
60269,Planted pastures (perennial)
80309,Planted pastures (perennial)
43929,Planted pastures (perennial)
2289,Planted pastures (perennial)
88722,Planted pastures (perennial)
11517,Planted pastures (perennial)
97885,Lucerne/Medics
65665,Planted pastures (perennial)
68590,Planted pastures (perennial)
31280,Lucerne/Medics
10190,Lucerne/Medics
97761,Lucerne/Medics
103918,Lucerne/Medics
11824,Planted pastures (perennial)
90642,Planted pastures (perennial)
80627,Planted pastures (perennial)
66366,Lucerne/Medics
18055,Lucerne/Medics
44806,Lucerne/Medics
113220,Lucerne/Medics
69237,Lucerne/Medics
43111,Lucerne/Medics
9748,Lucerne/Medics
43044,Lucerne/Medics
55702,Lucerne/Medics
113118,Lucerne/Medics
34194,Lucerne/Medics
112046,Lucerne/Medics
106209,Lucerne/Medics
60089,Lucerne/Medics
91338,Lucerne/Medics
41613,Lucerne/Medics
32461,Planted pastures (perennial)
99612,Fallow
33361,Planted pastures (perennial)
5401,Planted pastures (perennial)
39082,Planted pastures (perennial)
100273,Lucerne/Medics
49876,Lucerne/Medics
108849,Lucerne/Medics
42700,Lucerne/Medics
4685,Lucerne/Medics
2625,Fallow
61164,Fallow
11834,Planted pastures (perennial)
50278,Planted pastures (perennial)
4744,Planted pastures (perennial)
54492,Fallow
91510,Planted pastures (perennial)
61785,Small grain grazing
58294,Planted pastures (perennial)
106886,Planted pastures (perennial)
97744,Wine grapes
119797,Wine grapes
117003,Planted pastures (perennial)
83673,Planted pastures (perennial)
117734,Lucerne/Medics
3777,Fallow
15811,Small grain grazing
99200,Weeds
119782,Small grain grazing
28567,Weeds
112767,Weeds
45012,Weeds
77380,Rooibos
96040,Small grain grazing
14531,Weeds
59325,Weeds
96367,Weeds
83794,Weeds
78396,Weeds
32426,Wine grapes
113631,Wine grapes
35691,Wine grapes
53916,Planted pastures (perennial)
8975,Planted pastures (perennial)
13244,Planted pastures (perennial)
98597,Planted pastures (perennial)
49668,Wheat
49785,Weeds
83283,Weeds
98380,Small grain grazing
20529,Wheat
102048,Weeds
86080,Wheat
67213,Lucerne/Medics
94157,Rooibos
82592,Wine grapes
29260,Weeds
96349,Rooibos
36588,Rooibos
26266,Rooibos
59760,Fallow
59477,Weeds
51477,Weeds
105254,Small grain grazing
7005,Lucerne/Medics
23449,Fallow
102458,Planted pastures (perennial)
108267,Lucerne/Medics
21877,Fallow
43478,Wheat
95511,Lucerne/Medics
26268,Small grain grazing
35619,Wheat
32309,Fallow
36598,Wheat
50011,Small grain grazing
105433,Small grain grazing
90518,Lucerne/Medics
40590,Small grain grazing
55948,Fallow
50883,Wheat
101399,Wheat
19353,Wheat
57943,Wheat
49504,Small grain grazing
53145,Planted pastures (perennial)
73252,Small grain grazing
13883,Lucerne/Medics
56359,Lucerne/Medics
40750,Fallow
18213,Planted pastures (perennial)
97982,Lucerne/Medics
13580,Wheat
59538,Wheat
659,Wheat
47054,Weeds
82676,Weeds
78706,Weeds
57060,Weeds
13406,Weeds
79573,Weeds
120142,Weeds
92558,Weeds
1427,Weeds
39240,Weeds
118326,Weeds
90504,Weeds
17181,Weeds
91777,Weeds
88277,Weeds
78972,Weeds
6729,Weeds
51189,Weeds
110479,Weeds
90370,Weeds
66473,Weeds
35623,Weeds
113949,Weeds
69040,Weeds
17992,Weeds
25022,Weeds
52352,Weeds
53208,Weeds
72481,Weeds
37446,Weeds
104302,Weeds
31096,Weeds
4273,Weeds
108346,Weeds
108351,Weeds
16407,Weeds
90619,Fallow
24973,Wheat
5486,Planted pastures (perennial)
28240,Fallow
83153,Fallow
79823,Fallow
61580,Fallow
42454,Fallow
83201,Fallow
71912,Fallow
78415,Fallow
104521,Fallow
75797,Fallow
53087,Fallow
38026,Fallow
31380,Fallow
71148,Fallow
96780,Fallow
45415,Small grain grazing
48832,Lucerne/Medics
33498,Small grain grazing
109731,Wheat
31866,Wheat
43150,Wheat
56956,Lucerne/Medics
117621,Wheat
73650,Planted pastures (perennial)
121513,Planted pastures (perennial)
19012,Canola
106761,Wheat
8640,Wheat
112590,Fallow
54594,Wine grapes
51304,Wine grapes
15792,Wheat
23969,Wheat
9812,Wheat
976,Wheat
13827,Wheat
101703,Wheat
82292,Canola
58048,Canola
39164,Weeds
10486,Planted pastures (perennial)
17412,Small grain grazing
74902,Planted pastures (perennial)
51490,Fallow
71718,Fallow
94599,Wine grapes
3944,Wine grapes
4066,Planted pastures (perennial)
58982,Lucerne/Medics
66297,Fallow
23636,Weeds
576,Weeds
5020,Weeds
32796,Planted pastures (perennial)
32318,Planted pastures (perennial)
47581,Planted pastures (perennial)
37412,Planted pastures (perennial)
106642,Planted pastures (perennial)
85175,Planted pastures (perennial)
122595,Small grain grazing
102510,Planted pastures (perennial)
8480,Small grain grazing
64517,Weeds
7390,Small grain grazing
91800,Planted pastures (perennial)
46692,Planted pastures (perennial)
71851,Planted pastures (perennial)
35952,Planted pastures (perennial)
86359,Planted pastures (perennial)
33243,Planted pastures (perennial)
7229,Rooibos
54513,Fallow
55302,Rooibos
69648,Rooibos
73192,Planted pastures (perennial)
13450,Rooibos
30647,Fallow
17696,Rooibos
72399,Fallow
102303,Fallow
68997,Weeds
115127,Rooibos
14303,Planted pastures (perennial)
39398,Planted pastures (perennial)
55818,Planted pastures (perennial)
75511,Planted pastures (perennial)
103640,Planted pastures (perennial)
41973,Planted pastures (perennial)
108478,Planted pastures (perennial)
119742,Wine grapes
85604,Wine grapes
43271,Wine grapes
34048,Wine grapes
116985,Wine grapes
49078,Wine grapes
112424,Wine grapes
1060,Wine grapes
105258,Wine grapes
93724,Wine grapes
82608,Wine grapes
18736,Wine grapes
54124,Wine grapes
61583,Wine grapes
3141,Wine grapes
15610,Wine grapes
74114,Wine grapes
9933,Lucerne/Medics
71037,Wine grapes
78701,Wine grapes
53024,Wine grapes
15984,Wine grapes
54427,Wine grapes
70837,Wine grapes
86410,Wine grapes
65193,Wine grapes
7581,Wine grapes
91502,Wine grapes
58207,Fallow
1071,Fallow
1266,Fallow
75366,Fallow
9291,Wine grapes
30415,Wine grapes
88835,Wine grapes
91395,Wine grapes
57520,Wine grapes
59559,Wine grapes
89898,Weeds
47312,Weeds
30446,Wine grapes
57394,Wine grapes
2594,Wine grapes
16625,Wine grapes
46362,Wine grapes
107066,Wine grapes
35404,Wine grapes
111869,Wine grapes
92547,Wine grapes
114706,Wine grapes
121482,Wine grapes
1364,Wine grapes
63538,Wine grapes
10154,Wine grapes
34050,Wine grapes
67826,Weeds
51591,Weeds
3319,Weeds
66761,Weeds
77254,Weeds
28051,Weeds
86435,Weeds
66013,Weeds
20195,Weeds
9154,Weeds
43830,Weeds
78660,Weeds
120942,Wine grapes
30674,Wine grapes
50861,Wine grapes
59428,Wine grapes
29257,Wine grapes
16705,Wine grapes
16579,Wine grapes
1330,Wine grapes
114836,Wine grapes
3166,Wine grapes
4378,Wine grapes
30829,Wine grapes
55,Wine grapes
114124,Fallow
32981,Wine grapes
65060,Wine grapes
116634,Wine grapes
15677,Wine grapes
15398,Wine grapes
24540,Weeds
104995,Fallow
2605,Wine grapes
68443,Wine grapes
2432,Wine grapes
44452,Wine grapes
98924,Wine grapes
17118,Wine grapes
119046,Wine grapes
44974,Wine grapes
611,Wine grapes
34983,Fallow
96144,Fallow
46219,Weeds
42144,Fallow
81474,Wine grapes
89978,Weeds
37844,Weeds
99896,Weeds
87247,Weeds
59868,Weeds
28581,Weeds
13209,Wine grapes
41054,Wine grapes
40513,Wine grapes
26040,Wine grapes
62111,Fallow
24357,Wine grapes
114887,Wine grapes
102339,Wine grapes
76489,Wine grapes
21252,Wine grapes
88438,Wine grapes
87433,Wine grapes
79488,Wine grapes
23013,Wine grapes
118582,Wine grapes
82667,Wine grapes
3994,Wine grapes
87096,Wine grapes
20287,Wine grapes
21578,Wine grapes
56647,Wine grapes
111006,Wine grapes
115793,Wine grapes
24616,Wine grapes
45481,Wine grapes
107236,Fallow
82855,Wine grapes
69803,Wine grapes
36635,Wine grapes
52411,Wine grapes
1367,Wine grapes
77786,Wine grapes
20823,Wine grapes
37075,Wine grapes
62940,Wine grapes
114164,Wine grapes
119738,Wine grapes
5440,Wine grapes
108589,Wine grapes
3804,Wine grapes
736,Wine grapes
110057,Wine grapes
93366,Wine grapes
60167,Wine grapes
77720,Wine grapes
101597,Wine grapes
87926,Weeds
75776,Wine grapes
51883,Wine grapes
11911,Wine grapes
112198,Wine grapes
99981,Weeds
45978,Weeds
71550,Weeds
63997,Wine grapes
11001,Wine grapes
87065,Wine grapes
114170,Weeds
21509,Fallow
94361,Fallow
91666,Wine grapes
25886,Wine grapes
39995,Weeds
122179,Fallow
97276,Weeds
89354,Weeds
77417,Weeds
95944,Weeds
67594,Weeds
77075,Weeds
99104,Weeds
25950,Weeds
95337,Weeds
108180,Weeds
47226,Weeds
105520,Weeds
28523,Wine grapes
5653,Fallow
87903,Wine grapes
81624,Wine grapes
78898,Fallow
94181,Wine grapes
12268,Wheat
69653,Wheat
3143,Wheat
50530,Wheat
56499,Wheat
309,Wheat
110306,Wheat
85702,Wheat
99559,Wheat
103602,Wheat
69881,Wheat
32340,Wheat
74079,Wheat
75426,Small grain grazing
97412,Lucerne/Medics
22035,Wheat
75161,Lucerne/Medics
685,Wheat
68051,Wheat
66956,Wheat
3787,Lucerne/Medics
32283,Lucerne/Medics
46606,Lucerne/Medics
100539,Wheat
86032,Lucerne/Medics
93371,Wheat
89098,Lucerne/Medics
94215,Wheat
94014,Lucerne/Medics
111896,Lucerne/Medics
17433,Planted pastures (perennial)
51152,Small grain grazing
49598,Wheat
88825,Canola
20659,Fallow
92827,Planted pastures (perennial)
120031,Lucerne/Medics
96405,Fallow
47839,Fallow
9631,Planted pastures (perennial)
19841,Fallow
53858,Rooibos
53306,Rooibos
26513,Rooibos
83069,Rooibos
75474,Fallow
18611,Rooibos
88469,Rooibos
98184,Rooibos
6183,Rooibos
64114,Weeds
9194,Weeds
107806,Fallow
58515,Small grain grazing
28895,Small grain grazing
51258,Fallow
75126,Small grain grazing
5555,Small grain grazing
97291,Fallow
100084,Weeds
97148,Fallow
10406,Fallow
33256,Planted pastures (perennial)
106159,Planted pastures (perennial)
66458,Planted pastures (perennial)
43742,Planted pastures (perennial)
53405,Wine grapes
46033,Wine grapes
19923,Wine grapes
77968,Weeds
33025,Weeds
98037,Wine grapes
8542,Wine grapes
30944,Wine grapes
10171,Wine grapes
63562,Wine grapes
117805,Wine grapes
113920,Wine grapes
39224,Wine grapes
46709,Wine grapes
4181,Wine grapes
117252,Wine grapes
54629,Wine grapes
41485,Wine grapes
32633,Wine grapes
116064,Wine grapes
45680,Wine grapes
69324,Wine grapes
63581,Wine grapes
64736,Wine grapes
67221,Wine grapes
74328,Weeds
24334,Wine grapes
3833,Planted pastures (perennial)
45010,Planted pastures (perennial)
29269,Planted pastures (perennial)
53260,Planted pastures (perennial)
37231,Planted pastures (perennial)
82066,Planted pastures (perennial)
60616,Planted pastures (perennial)
81266,Planted pastures (perennial)
17387,Planted pastures (perennial)
96610,Planted pastures (perennial)
100342,Planted pastures (perennial)
96366,Planted pastures (perennial)
77211,Planted pastures (perennial)
29127,Planted pastures (perennial)
35949,Planted pastures (perennial)
9900,Planted pastures (perennial)
35358,Fallow
44929,Fallow
109191,Fallow
74073,Fallow
101883,Wheat
12566,Planted pastures (perennial)
108132,Small grain grazing
10394,Planted pastures (perennial)
27693,Small grain grazing
63157,Small grain grazing
67108,Planted pastures (perennial)
60890,Planted pastures (perennial)
111773,Wheat
12560,Planted pastures (perennial)
58774,Weeds
43269,Wheat
100437,Wheat
97569,Small grain grazing
62578,Small grain grazing
80242,Planted pastures (perennial)
81617,Wheat
78848,Planted pastures (perennial)
51812,Planted pastures (perennial)
84251,Small grain grazing
67077,Small grain grazing
64259,Small grain grazing
68285,Planted pastures (perennial)
24686,Small grain grazing
113275,Planted pastures (perennial)
11739,Small grain grazing
107611,Small grain grazing
104637,Small grain grazing
90945,Weeds
69948,Lucerne/Medics
115512,Planted pastures (perennial)
92287,Planted pastures (perennial)
47738,Planted pastures (perennial)
59067,Planted pastures (perennial)
103442,Small grain grazing
25445,Small grain grazing
5484,Wheat
112137,Small grain grazing
62579,Lucerne/Medics
74761,Lucerne/Medics
48248,Lucerne/Medics
35624,Lucerne/Medics
10788,Wheat
67503,Wheat
35508,Wheat
71527,Wheat
33438,Wheat
103696,Lucerne/Medics
108566,Lucerne/Medics
105524,Lucerne/Medics
32735,Lucerne/Medics
3540,Lucerne/Medics
631,Lucerne/Medics
37368,Small grain grazing
112453,Small grain grazing
73455,Wheat
120443,Wheat
41290,Wheat
114895,Lucerne/Medics
70804,Canola
77965,Lucerne/Medics
35639,Lucerne/Medics
103476,Canola
81212,Wheat
117283,Lucerne/Medics
89632,Wheat
87856,Small grain grazing
60631,Wheat
71944,Small grain grazing
34395,Canola
103011,Small grain grazing
78517,Small grain grazing
91482,Canola
1610,Wheat
71739,Wheat
39203,Wheat
25313,Lucerne/Medics
112797,Wheat
71717,Fallow
78464,Wheat
115175,Wheat
46856,Wheat
115944,Wheat
95638,Wheat
68031,Wheat
111447,Canola
27273,Lucerne/Medics
40328,Lucerne/Medics
92032,Wheat
97121,Weeds
16435,Wine grapes
62190,Wine grapes
58669,Wine grapes
84225,Planted pastures (perennial)
115235,Lucerne/Medics
119617,Wine grapes
114042,Wine grapes
62680,Wine grapes
2141,Wine grapes
100111,Wine grapes
102276,Wine grapes
86559,Wine grapes
72701,Wine grapes
20821,Wine grapes
96599,Wine grapes
90860,Wine grapes
113399,Wine grapes
110243,Wine grapes
55892,Wine grapes
93857,Wine grapes
61603,Wine grapes
34427,Wine grapes
55777,Wine grapes
83826,Weeds
81637,Weeds
9730,Wheat
120742,Wine grapes
60821,Wine grapes
67417,Planted pastures (perennial)
78584,Planted pastures (perennial)
122351,Lucerne/Medics
108838,Planted pastures (perennial)
58683,Planted pastures (perennial)
106145,Planted pastures (perennial)
37707,Wine grapes
36538,Wine grapes
51832,Wine grapes
72460,Wine grapes
19357,Wine grapes
114058,Wine grapes
18846,Wine grapes
22301,Wine grapes
97423,Wine grapes
17777,Wine grapes
115988,Wine grapes
56722,Wine grapes
19009,Wine grapes
110344,Wine grapes
115798,Wine grapes
70309,Lucerne/Medics
25090,Lucerne/Medics
51144,Wine grapes
116203,Planted pastures (perennial)
46542,Wine grapes
51047,Wine grapes
116010,Planted pastures (perennial)
41984,Wine grapes
13665,Wine grapes
22707,Lucerne/Medics
43615,Wine grapes
82486,Wine grapes
21525,Small grain grazing
26787,Planted pastures (perennial)
79277,Wine grapes
30868,Wine grapes
109962,Wine grapes
66448,Wine grapes
58021,Small grain grazing
98230,Wheat
100042,Planted pastures (perennial)
85698,Planted pastures (perennial)
3366,Wine grapes
112888,Wine grapes
20427,Wine grapes
83882,Wine grapes
115730,Wine grapes
57961,Wine grapes
72017,Wine grapes
16265,Planted pastures (perennial)
11712,Planted pastures (perennial)
56853,Planted pastures (perennial)
64136,Planted pastures (perennial)
27184,Planted pastures (perennial)
32264,Planted pastures (perennial)
107601,Planted pastures (perennial)
20773,Wine grapes
54235,Planted pastures (perennial)
83417,Wine grapes
68364,Wine grapes
4893,Wine grapes
85435,Wine grapes
61078,Wine grapes
26344,Wine grapes
112385,Wine grapes
108119,Wine grapes
115042,Wine grapes
3969,Wine grapes
27829,Wine grapes
14677,Wine grapes
60789,Wine grapes
37262,Wine grapes
13712,Wheat
93034,Wine grapes
79865,Wine grapes
13353,Wine grapes
24772,Wine grapes
66169,Wine grapes
54655,Wine grapes
55538,Wine grapes
4134,Wine grapes
106889,Planted pastures (perennial)
108578,Weeds
101460,Planted pastures (perennial)
2574,Wine grapes
95279,Wine grapes
34951,Wine grapes
62414,Wine grapes
108639,Wine grapes
65374,Wine grapes
81669,Wine grapes
8156,Weeds
99751,Lucerne/Medics
23213,Lucerne/Medics
46124,Lucerne/Medics
43912,Lucerne/Medics
46349,Planted pastures (perennial)
98665,Planted pastures (perennial)
91064,Wine grapes
10743,Weeds
37651,Lucerne/Medics
2904,Weeds
39334,Wheat
91608,Wine grapes
27614,Planted pastures (perennial)
100356,Wine grapes
25481,Wine grapes
54862,Wine grapes
96151,Wine grapes
97606,Wine grapes
26329,Wine grapes
43447,Wheat
28719,Planted pastures (perennial)
50451,Planted pastures (perennial)
115044,Small grain grazing
16990,Wheat
89485,Small grain grazing
104319,Small grain grazing
9621,Small grain grazing
47043,Wheat
23656,Small grain grazing
20501,Wheat
63236,Planted pastures (perennial)
11953,Planted pastures (perennial)
114562,Planted pastures (perennial)
95633,Planted pastures (perennial)
31634,Wine grapes
9520,Wine grapes
48322,Small grain grazing
121063,Wine grapes
47764,Wine grapes
73138,Wine grapes
5970,Wine grapes
4176,Small grain grazing
102233,Wine grapes
9152,Small grain grazing
117635,Wine grapes
2242,Wheat
42906,Wheat
94709,Wine grapes
74453,Planted pastures (perennial)
117820,Planted pastures (perennial)
27252,Planted pastures (perennial)
118325,Planted pastures (perennial)
116970,Planted pastures (perennial)
65048,Wheat
36471,Small grain grazing
117161,Fallow
79319,Small grain grazing
107269,Small grain grazing
83855,Small grain grazing
63559,Planted pastures (perennial)
113125,Planted pastures (perennial)
86965,Small grain grazing
60351,Planted pastures (perennial)
102668,Planted pastures (perennial)
32516,Wheat
29100,Wheat
41657,Planted pastures (perennial)
11164,Planted pastures (perennial)
78829,Planted pastures (perennial)
110342,Planted pastures (perennial)
64703,Planted pastures (perennial)
45777,Planted pastures (perennial)
3398,Planted pastures (perennial)
34571,Planted pastures (perennial)
96687,Wheat
13707,Wheat
113701,Wheat
28320,Planted pastures (perennial)
101227,Planted pastures (perennial)
72801,Wheat
44584,Small grain grazing
85059,Lucerne/Medics
45373,Planted pastures (perennial)
78789,Planted pastures (perennial)
91973,Lucerne/Medics
10682,Small grain grazing
21874,Wheat
77205,Wheat
71453,Wheat
11408,Small grain grazing
71181,Small grain grazing
79654,Canola
64340,Canola
100623,Wheat
69330,Small grain grazing
113006,Fallow
60135,Small grain grazing
41976,Wheat
54191,Fallow
54719,Rooibos
112741,Wheat
90813,Fallow
12852,Small grain grazing
48949,Wheat
37812,Small grain grazing
57277,Rooibos
52213,Fallow
23045,Fallow
81923,Small grain grazing
16527,Wheat
110183,Fallow
40680,Lucerne/Medics
122525,Wheat
115642,Small grain grazing
54312,Small grain grazing
42311,Wheat
40913,Wheat
84007,Wheat
115667,Fallow
11625,Fallow
61186,Wheat
110456,Rooibos
29150,Canola
56610,Wheat
91400,Wheat
111222,Fallow
92961,Planted pastures (perennial)
22083,Planted pastures (perennial)
103314,Planted pastures (perennial)
100384,Wine grapes
69845,Wine grapes
5961,Wine grapes
119906,Wine grapes
89464,Fallow
122378,Fallow
3615,Fallow
34558,Planted pastures (perennial)
65698,Planted pastures (perennial)
8282,Planted pastures (perennial)
102295,Planted pastures (perennial)
2588,Planted pastures (perennial)
77017,Planted pastures (perennial)
121166,Wine grapes
74173,Wine grapes
85588,Wine grapes
116993,Wine grapes
33073,Wine grapes
11160,Wine grapes
100996,Wine grapes
71873,Wine grapes
54543,Planted pastures (perennial)
96897,Planted pastures (perennial)
53497,Planted pastures (perennial)
97881,Planted pastures (perennial)
35030,Planted pastures (perennial)
20410,Small grain grazing
180,Wine grapes
17463,Planted pastures (perennial)
53192,Planted pastures (perennial)
106007,Planted pastures (perennial)
53076,Wine grapes
71536,Planted pastures (perennial)
112204,Planted pastures (perennial)
16102,Small grain grazing
1157,Planted pastures (perennial)
102388,Planted pastures (perennial)
29390,Small grain grazing
36124,Small grain grazing
105805,Small grain grazing
7306,Wine grapes
66885,Wine grapes
85440,Wine grapes
100901,Wine grapes
34591,Wine grapes
35413,Wine grapes
34765,Wine grapes
56241,Wine grapes
41044,Wine grapes
86312,Wine grapes
60369,Wine grapes
112749,Wine grapes
48951,Weeds
99938,Weeds
64519,Wine grapes
5365,Wine grapes
69441,Fallow
93722,Fallow
19637,Fallow
60582,Fallow
50751,Fallow
18761,Fallow
13696,Fallow
55311,Fallow
112824,Wine grapes
20809,Fallow
69464,Wine grapes
47599,Wine grapes
55886,Wine grapes
61218,Wine grapes
72044,Wine grapes
107580,Wine grapes
191,Wine grapes
6763,Wine grapes
108920,Wine grapes
49940,Wine grapes
71559,Small grain grazing
70882,Wine grapes
81766,Planted pastures (perennial)
89012,Small grain grazing
98991,Planted pastures (perennial)
21068,Wine grapes
58601,Wine grapes
11469,Wine grapes
94722,Wine grapes
63087,Wine grapes
74510,Wine grapes
28884,Wine grapes
101900,Wine grapes
9073,Wine grapes
105442,Wine grapes
83569,Wine grapes
14507,Wine grapes
117467,Wine grapes
101780,Wine grapes
122390,Wine grapes
33869,Wine grapes
66236,Wine grapes
56512,Wine grapes
5325,Wine grapes
55520,Wine grapes
108787,Wine grapes
15760,Planted pastures (perennial)
122152,Wine grapes
93121,Wine grapes
82835,Planted pastures (perennial)
60883,Wine grapes
17325,Wine grapes
90010,Wine grapes
121540,Wine grapes
33642,Wine grapes
82815,Wine grapes
38648,Wine grapes
89860,Wine grapes
69289,Wine grapes
117361,Wine grapes
62600,Wine grapes
121991,Wine grapes
22920,Wine grapes
90158,Wine grapes
17738,Wine grapes
94366,Wine grapes
120899,Wine grapes
112470,Wine grapes
73664,Weeds
122286,Wine grapes
32177,Wine grapes
66629,Wine grapes
84324,Wine grapes
112563,Wine grapes
113675,Planted pastures (perennial)
102391,Wine grapes
50208,Planted pastures (perennial)
49122,Wine grapes
98339,Wine grapes
101031,Wine grapes
30247,Wine grapes
29815,Wine grapes
117651,Wine grapes
5858,Wine grapes
118379,Fallow
6052,Wine grapes
100102,Wine grapes
104454,Fallow
55384,Fallow
13598,Fallow
101951,Wine grapes
116151,Wine grapes
103710,Wine grapes
68623,Fallow
113839,Wine grapes
35294,Fallow
47215,Fallow
65705,Wine grapes
33125,Wine grapes
85567,Wine grapes
62538,Wine grapes
111424,Wine grapes
52812,Wine grapes
117774,Wine grapes
109839,Wine grapes
47059,Wine grapes
24813,Wine grapes
43441,Wine grapes
78862,Wine grapes
37133,Wine grapes
44968,Planted pastures (perennial)
5110,Weeds
90903,Fallow
118333,Planted pastures (perennial)
30619,Planted pastures (perennial)
59414,Planted pastures (perennial)
24661,Planted pastures (perennial)
75361,Wine grapes
14782,Planted pastures (perennial)
104638,Planted pastures (perennial)
7798,Planted pastures (perennial)
58945,Planted pastures (perennial)
6492,Wine grapes
24206,Wine grapes
60982,Wine grapes
33692,Wine grapes
42418,Wine grapes
46350,Wine grapes
1092,Planted pastures (perennial)
106542,Wine grapes
85011,Wine grapes
32986,Planted pastures (perennial)
58681,Planted pastures (perennial)
32098,Planted pastures (perennial)
43079,Wine grapes
102570,Wine grapes
4342,Wine grapes
47320,Wine grapes
18870,Wine grapes
7235,Wine grapes
53649,Fallow
9852,Wine grapes
92121,Wine grapes
58435,Wine grapes
6485,Wine grapes
10490,Wine grapes
112019,Wine grapes
89783,Wine grapes
113810,Wine grapes
13871,Planted pastures (perennial)
76847,Planted pastures (perennial)
34918,Wine grapes
20194,Wine grapes
95177,Wine grapes
8572,Wine grapes
103374,Wine grapes
62333,Planted pastures (perennial)
23181,Wine grapes
19048,Weeds
107046,Wine grapes
113847,Planted pastures (perennial)
75731,Wine grapes
55066,Wine grapes
109701,Fallow
36341,Planted pastures (perennial)
28439,Wine grapes
48747,Fallow
24230,Weeds
89440,Wine grapes
111693,Wine grapes
8127,Wine grapes
16262,Wine grapes
56258,Planted pastures (perennial)
40292,Planted pastures (perennial)
59873,Planted pastures (perennial)
28199,Planted pastures (perennial)
111741,Wine grapes
53034,Wine grapes
119365,Fallow
95069,Wine grapes
31612,Planted pastures (perennial)
90447,Wine grapes
52859,Planted pastures (perennial)
57668,Weeds
7141,Fallow
18145,Planted pastures (perennial)
32967,Planted pastures (perennial)
42151,Wine grapes
86037,Wine grapes
114039,Planted pastures (perennial)
32764,Planted pastures (perennial)
10769,Wine grapes
101527,Wine grapes
24599,Wine grapes
43676,Wine grapes
18794,Wine grapes
56987,Wine grapes
70558,Wine grapes
115632,Wine grapes
86342,Wine grapes
122461,Wine grapes
40003,Wine grapes
46593,Wine grapes
106202,Wine grapes
25264,Wine grapes
93485,Wine grapes
81227,Wine grapes
1625,Wine grapes
11598,Wine grapes
82834,Wheat
8309,Planted pastures (perennial)
8287,Wheat
120013,Wheat
70166,Wine grapes
66047,Wine grapes
86669,Wine grapes
113735,Wine grapes
22212,Wine grapes
29648,Wine grapes
94991,Wine grapes
14119,Wine grapes
48711,Wine grapes
25408,Wine grapes
55492,Wine grapes
65427,Wine grapes
100069,Wine grapes
121098,Wine grapes
84917,Wine grapes
17406,Planted pastures (perennial)
21063,Wine grapes
60718,Planted pastures (perennial)
13411,Wine grapes
114504,Planted pastures (perennial)
16747,Wine grapes
2932,Wine grapes
117268,Wine grapes
60004,Wine grapes
99718,Wine grapes
39773,Wine grapes
103917,Planted pastures (perennial)
5087,Planted pastures (perennial)
3446,Planted pastures (perennial)
2881,Small grain grazing
13537,Planted pastures (perennial)
76523,Planted pastures (perennial)
31160,Wheat
66503,Wheat
113413,Planted pastures (perennial)
67119,Wheat
41065,Wheat
34813,Wheat
2095,Wheat
34207,Planted pastures (perennial)
88866,Small grain grazing
48837,Wine grapes
60851,Planted pastures (perennial)
72975,Planted pastures (perennial)
84600,Wine grapes
7914,Wine grapes
76302,Wine grapes
53239,Wine grapes
55891,Wine grapes
34447,Wine grapes
105863,Wine grapes
31539,Wine grapes
112740,Wine grapes
84369,Wine grapes
13662,Wine grapes
81050,Wine grapes
28101,Planted pastures (perennial)
60378,Planted pastures (perennial)
89842,Wine grapes
56844,Wine grapes
112348,Wine grapes
24665,Wine grapes
43785,Wine grapes
75065,Wine grapes
66565,Wine grapes
82585,Wine grapes
19116,Wine grapes
12635,Wine grapes
100687,Wine grapes
106118,Wine grapes
102832,Wine grapes
22260,Small grain grazing
26280,Fallow
71655,Wine grapes
7899,Wine grapes
77517,Wine grapes
101825,Planted pastures (perennial)
231,Small grain grazing
55417,Small grain grazing
83150,Wine grapes
23674,Wine grapes
45348,Wine grapes
120874,Wine grapes
10387,Wine grapes
78035,Wine grapes
5419,Wine grapes
30448,Wine grapes
118581,Wine grapes
